央视频道,#genre#
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225539/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231967/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225541/index.m3u8
山东卫视,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240254_1/encoder/0/playlist.m3u8?CONTENTID=00000110240254_1#http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225546/index.m3u8
云南卫视,http://39.134.24.24/PLTV/88888888/224/3221225696/index.m3u8
青海卫视,http://live.geermurmt.com/qhws/sd/live.m3u8
中国教育2,http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221225850/index.m3u8#http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227607/index.m3u8
中国教育3,http://223.110.246.68/ott.js.chinamobile.com/PLTV/3/224/3221227018/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231543/index.m3u8
中国教育4,http://223.110.243.143/ott.js.chinamobile.com/PLTV/3/224/3221227657/index.m3u8#http://39.134.134.85/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226557/1.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231613/index.m3u8#http://117.148.179.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230334/index.m3u8"

电影频道,#genre#
网络点播,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv
CHC高清,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8#http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8#http://y3y4.f3322.net:808/hls/81/index.m3u8#http://y3y4.f3322.net:808/hls/82/index.m3u8#http://111.20.109.68:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
CHC家庭,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8#http://y3y4.f3322.net:808/hls/83/index.m3u8#http://y3y4.f3322.net:808/hls/81/index.m3u8#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
BRTV影视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8#http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
东方影视频道,http://117.148.179.160/PLTV/88888888/224/3221231639/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225615/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225708/index.m3u8
黑莓电影频道,http://111.40.196.9/PLTV/88888888/224/3221225610/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231621/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225708/index.m3u8
动作电影频道,http://111.40.196.9/PLTV/88888888/224/3221225620/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231565/index.m3u8#http://117.148.179.160/
PLTV/88888888/224/3221231556/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225622/index.m3u8
凤凰电影台,http://iptv.tvfix.org/hls/fhdy.m3u8#http://v.mp.haue.edu.cn/hls/fhdy.m3u8#http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225766/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8#http://111.13.42.43/PLTV/88888888/224/3221226233/1.m3u8
卫视电影,http://211.23.114.106:8553/http/116.50.42.19:8081/hls/62/804/ch07.m3u8#rtmp://104.149.141.122/channel/60b4e50239e1b02e8b910cc6?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#http://50.7.61.147:30080/Entry/starmovie#http://sytv.xtvants.fun/mytv.php?id=wsdy&token=free&user=free
美亚电影,http://iptv.tvfix.org/hls/mydy2.m3u8
天映频道,http://iptv.tvfix.org/hls/typd2.m3u8#http://iptv.tvfix.org/hls/typd.m3u8
天映经典,http://iptv.tvfix.org/hls/tyjd2.m3u8#http://iptv.tvfix.org/hls/tyjd.m3u8
好莱坞,http://211.23.114.106:8554/http/116.50.42.19:8081/hls/74/816/ch55.m3u8#rtmp://104.149.141.122/channel/60b4e50239e1b02e8b910c92?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
龙华洋片,http://211.23.114.106:8556/http/116.50.42.19:8066/hls/210/10014/cstv14.m3u8#rtmp://104.149.131.118/channel/60b4e50239e1b02e8b910d40?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
龙华电影,rtmp://45.88.148.114/channel/60b4e50239e1b02e8b910d4c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn03
东森电影,http://host496323.us.ooqr.com/pltv/gdgz.php?id=dsdy&upt=63a44f4ef2f3c6ce#http://host496323.us.ooqr.com/pltv/gdgz.php?id=dsyp&upt=63a44f4ef2f3c6ce#http://66.90.88.132:8080/hls/ph00311/index.m3u8#http://anan.jxin122.top/cj.php?id=28&p=0&c=3&key=ced06b227baa54c961d63cc2c09dbc52#http://host496323.us.ooqr.com/pltv/gz.php?id=dsdy#rtmp://104.149.131.118/channel/60b4e50239e1b02e8b910d8a?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
龙翔电影,http://host496323.us.ooqr.com/pltv/gdgz.php?id=lxsd&upt=63a44f4ef2f3c6ce#http://anan.jxin122.top/cj.php?id=13&p=0&c=3&key=ced06b227baa54c961d63cc2c09dbc52#http://66.90.88.132:8080/hls/ph00314/index.m3u8
东森洋片,http://host496323.us.ooqr.com/pltv/gdgz.php?id=dsyp&upt=63a44f4ef2f3c6ce
纬来电影,http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8#http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8#http://66.90.88.132:8080/hls/ph00315/index.m3u8#rtmp://104.149.130.142/channel/60b4e50239e1b02e8b910c8c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
HBO,http://211.23.114.106:8511/http/116.50.42.19:8081/hls/71/813/ch41.m3u8#http://66.90.88.132:8080/hls/ph00231/index.m3u8#http://66.90.88.132:8080/hls/ph00211/index.m3u8#http://66.90.88.132:8080/hls/ph00232/index.m3u8#https://gratismkctv.net/film/hbo.m3u8#rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910cce#rtmp://45.92.126.226/channel/60c2f6ca961593122ebaf8dc#http://50.7.61.148:30080/Entry/hbo#rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910cce?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://45.88.148.122/channel/60b4e50239e1b02e8b910caa?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://104.149.130.142/channel/60b4e50239e1b02e8b910ccc?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://104.149.188.82/channel/6162d414295d84395baff8bd?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
CINEMAX,http://211.23.114.106:8559/http/116.50.42.19:8081/hls/71/813/ch42.m3u8#rtmp://104.149.141.122/channel/60b4e50239e1b02e8b910cac?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#http://211.23.114.106:8516/http/61.221.81.94:8088/hls/70/812/ch39.m3u8#rtmp://104.149.191.182/channel/6162d63d295d84395baffed0?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#https://feed.play.mv/live/10005200/isU48qPZqV/master.m3u8
